best_val_acc,best_val_loss,cuda,eval_every,fallback_lr_mult,fallback_mode,family,final_lr_scale,final_train_loss,final_val_acc,final_val_loss,gpu_name,lr,mean_step_time_ms,median_step_time_ms,name,param_count,row_gamma,seed,steps,tokens_per_sec,torch,wall_time_sec,warmup_steps,weight_decay,wsd_decay_frac
0.925811767578125,0.39237207919359207,13.0,100,0.5,atan2,adamw,0.1,0.35866475105285645,0.925811767578125,0.39237207919359207,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,10.504752697161166,10.27872902341187,adamw_lr0.0005,51882240,0.35,123,800,389918.74612211616,2.13.0.dev20260506+cu130,8.652403319021687,20,0.05,0.2
0.926177978515625,0.3921714574098587,13.0,100,0.5,atan2,adamatan2,0.1,0.3629743754863739,0.926177978515625,0.3921714574098587,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,10.798382564535132,10.583708004560322,adamatan2_lr0.0005,51882240,0.35,123,800,379316.0665980102,2.13.0.dev20260506+cu130,8.886525087989867,20,0.05,0.2
0.924468994140625,0.39839886873960495,13.0,100,0.5,atan2,adamw,0.1,0.35899657011032104,0.924468994140625,0.39839886873960495,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,10.523663603962632,10.29052201192826,adamw_lr0.001,51882240,0.35,123,800,389218.06645906775,2.13.0.dev20260506+cu130,8.669957757927477,20,0.05,0.2
0.924957275390625,0.39657577872276306,13.0,100,0.5,atan2,adamatan2,0.1,0.36192986369132996,0.924957275390625,0.39657577872276306,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,10.811005883297184,10.60605252860114,adamatan2_lr0.001,51882240,0.35,123,800,378873.1635349722,2.13.0.dev20260506+cu130,8.895716400933452,20,0.05,0.2
0.921600341796875,0.4125015512108803,13.0,100,0.5,atan2,adamw,0.1,0.3749837279319763,0.921600341796875,0.4125015512108803,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0015,10.529104432207532,10.298644483555108,adamw_lr0.0015,51882240,0.35,123,800,389016.9412196847,2.13.0.dev20260506+cu130,8.67535448889248,20,0.05,0.2
0.92279052734375,0.40721317380666733,13.0,100,0.5,atan2,adamatan2,0.1,0.36954444646835327,0.92279052734375,0.40721317380666733,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0015,10.844615196838276,10.633252968546003,adamatan2_lr0.0015,51882240,0.35,123,800,377698.9709320603,2.13.0.dev20260506+cu130,8.926601711078547,20,0.05,0.2
0.909454345703125,0.4936464764177799,13.0,100,0.5,atan2,adamw,0.1,0.47256380319595337,0.909454345703125,0.4936464764177799,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.002,10.543408958328655,10.311273450497538,adamw_lr0.002,51882240,0.35,123,800,388489.15148685453,2.13.0.dev20260506+cu130,8.687167051015422,20,0.05,0.2
0.911834716796875,0.4758293926715851,13.0,100,0.5,atan2,adamatan2,0.1,0.4431643784046173,0.911834716796875,0.4758293926715851,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.002,10.85904664680129,10.641491040587425,adamatan2_lr0.002,51882240,0.35,123,800,377197.0167571335,2.13.0.dev20260506+cu130,8.940153429051861,20,0.05,0.2
0.925628662109375,0.39341676980257034,13.0,100,0.5,atan2,muon,0.1,0.3592539429664612,0.925628662109375,0.39341676980257034,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,17.4723160303256,17.17123098205775,muon_lr0.001,51882240,0.35,123,800,234427.99414175146,2.13.0.dev20260506+cu130,14.225137272034772,20,0.05,0.2
0.923797607421875,0.40791480615735054,13.0,100,0.5,atan2,muon,0.1,0.3736131489276886,0.923797607421875,0.40791480615735054,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.002,17.699844161397777,17.394310503732413,muon_lr0.002,51882240,0.35,123,800,231414.46685350558,2.13.0.dev20260506+cu130,14.409317168057896,20,0.05,0.2
0.92352294921875,0.41159770637750626,13.0,100,0.5,atan2,muon,0.1,0.37913018465042114,0.92352294921875,0.41159770637750626,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.003,17.490736601757817,17.194807005580515,muon_lr0.003,51882240,0.35,123,800,234181.10358990554,2.13.0.dev20260506+cu130,14.238341256976128,20,0.05,0.2
0.923309326171875,0.4081801474094391,13.0,100,0.5,atan2,muon,0.1,0.37649744749069214,0.923309326171875,0.4081801474094391,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,17.731826580420602,17.428542021661997,muon_lr0.004,51882240,0.35,123,800,230997.0707993943,2.13.0.dev20260506+cu130,14.438140637939796,20,0.05,0.2
0.92437744140625,0.4123198091983795,13.0,100,0.5,atan2,anchormuon,0.1,0.38243070244789124,0.92437744140625,0.4123198091983795,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,15.94095583554008,15.577682002913207,anchormuon_lr0.001_rg0.25_flr0.5,51882240,0.25,123,800,256948.2057574013,2.13.0.dev20260506+cu130,12.997857176000252,20,0.05,0.2
0.92376708984375,0.41318773105740547,13.0,100,0.5,atan2,anchormuon,0.1,0.38432249426841736,0.92376708984375,0.41318773105740547,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,16.1369476703112,15.788657532539219,anchormuon_lr0.001_rg0.35_flr0.5,51882240,0.35,123,800,253827.4327762636,2.13.0.dev20260506+cu130,13.158089105971158,20,0.05,0.2
0.92120361328125,0.42428991943597794,13.0,100,0.5,atan2,anchormuon,0.1,0.38868361711502075,0.92120361328125,0.42428991943597794,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.002,15.958537186379546,15.596664976328611,anchormuon_lr0.002_rg0.25_flr0.5,51882240,0.25,123,800,256665.128649504,2.13.0.dev20260506+cu130,13.010710923932493,20,0.05,0.2
0.92181396484375,0.423990935087204,13.0,100,0.5,atan2,anchormuon,0.1,0.3932983875274658,0.92181396484375,0.423990935087204,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.002,16.172468686127104,15.822739049326628,anchormuon_lr0.002_rg0.35_flr0.5,51882240,0.35,123,800,253269.92925412723,2.13.0.dev20260506+cu130,13.187662380980328,20,0.05,0.2
0.919219970703125,0.43998461589217186,13.0,100,0.5,atan2,anchormuon,0.1,0.40638184547424316,0.919219970703125,0.43998461589217186,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.003,15.984608229919106,15.625308966264129,anchormuon_lr0.003_rg0.25_flr0.5,51882240,0.25,123,800,256246.5054560007,2.13.0.dev20260506+cu130,13.033942722016945,20,0.05,0.2
0.91949462890625,0.4390393942594528,13.0,100,0.5,atan2,anchormuon,0.1,0.39591026306152344,0.91949462890625,0.4390393942594528,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.003,16.228836130612763,15.854283003136516,anchormuon_lr0.003_rg0.35_flr0.5,51882240,0.35,123,800,252390.24949383998,2.13.0.dev20260506+cu130,13.233040874940343,20,0.05,0.2
0.919281005859375,0.44405442103743553,13.0,100,0.5,atan2,anchormuon,0.1,0.4074903428554535,0.919281005859375,0.44405442103743553,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,15.994179877598071,15.631493530236185,anchormuon_lr0.004_rg0.25_flr0.5,51882240,0.25,123,800,256093.15584458198,2.13.0.dev20260506+cu130,13.04134106892161,20,0.05,0.2
0.91912841796875,0.44695306196808815,13.0,100,0.5,atan2,anchormuon,0.1,0.4145708680152893,0.91912841796875,0.44695306196808815,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,16.149883123871405,15.823570487555116,anchormuon_lr0.004_rg0.35_flr0.5,51882240,0.35,123,800,253624.12647715304,2.13.0.dev20260506+cu130,13.167587518924847,20,0.05,0.2
